Alt_ID,CarModel,Description,ID,Info,Manufacturer,Prod_Cat,Sub_Cat,price
"{#AA5Z6507A, ZZJ112111}",ford 2018 flex 3.5l+v6+turbocharged,,V3225,,MELLING,engine,intake valve,$6.68
"8G1Z9C985B, 8G1Z9C985C, 8G1Z9D653B, 8G1Z9D653D, 8G1Z9D653F, 8G1Z9D653G, 8G1Z9D653H, 8G1Z9D653K, AG1Z9D653A, AG1Z9D653B, AG1Z9D653C, AG1Z9D653D",ford 2018 flex 3.5l+v6+turbocharged,,CP3565,,STANDARD MOTOR PRODUCTS,exhaust+&+emission,vapor canister,$77.89
"{#AG1Z9D653D, CX2492, CX2512}",ford 2018 flex 3.5l+v6+turbocharged,,CX2550,"w/ Canister, Separator, Solenoid And Shield",MOTORCRAFT,exhaust+&+emission,vapor canister,$121.79
{#AA5Z9C587A},ford 2018 flex 3.5l+v6+turbocharged,,GDF202,For Fuel Pump,STANDARD MOTOR PRODUCTS,engine,camshaft follower,
{#07047884},ford 2018 flex 3.5l+v6+turbocharged,,99187,Front,NATIONAL,engine,crankshaft repair sleeve,$21.79
,ford 2018 flex 3.5l+v6+turbocharged,,99374,Rear,NATIONAL,engine,crankshaft repair sleeve,$36.79
{#00228},ford 2018 flex 3.5l+v6+turbocharged,,2FGAL,Left; Cam Cast # I: AA5E-6A267-DD - E: AA5E-6A269-DA; Left Head Cast # AA5E-6C064-FA; Block Cast # AT4E-6015-C24C; Complete with Camshafts; VVT on Intake Type - Not Included,FAMOUS BRAND,engine,cylinder head,
{#00227},ford 2018 flex 3.5l+v6+turbocharged,,2FGAR,Right; Cam Cast # I: AA5E-6A266-CA - E: AA5E-6A268-DA; Right Head Cast # AA5E-6090-FA; Block Cast # AT4E-6015-C24C; Complete with Camshafts; VVT on Intake Type - Not Included,FAMOUS BRAND,engine,cylinder head,
,ford 2018 flex 3.5l+v6+turbocharged,,CS54989,Use with Head Set to Make Full Set; Includes Rear Main Seal Without Retainer,MAHLE,engine,conversion / lower gasket set,
"96JV6700B, AJ0310602, CY0110602, CY0210602, GY0110602, XW4E6700AA, XW4Z6700AA, XW4Z6700B, ZZCA10602, ZZJ110602, ZZJ110602A",ford 2018 flex 3.5l+v6+turbocharged,,710837,Front,NATIONAL,engine,crankshaft seal,$2.89
"7T4E6701BA, 7T4Z6701AA, AT4Z6701A, ZZJ111399A",ford 2018 flex 3.5l+v6+turbocharged,Rubber,67827,Rear; Seal Without Retainer,MAHLE,engine,crankshaft seal,$12.97
"7T4E6701BA, 7T4Z6701AA, AT4E6701AA, AT4Z6701A, CY0111312, CY0111312A, CY0111312B, ZZJ111399, ZZJ111399A",ford 2018 flex 3.5l+v6+turbocharged,,710896,Rear,NATIONAL,engine,crankshaft seal,$15.49
"CG1E6K301AB, CG1Z6335A, CG1Z6K301A, CY011131XC",ford 2018 flex 3.5l+v6+turbocharged,Steel,JV1736,Includes Crankshaft Position Sensor and Rubber; Seal With Retainer,MAHLE,engine,crankshaft seal,$35.89
"{#6E5Z6C535AB, CY0110233}",ford 2018 flex 3.5l+v6+turbocharged,Molded Rubber,GS33786,Camshaft VCT Solenoid Seal Set,MAHLE,engine,camshaft seal,
{#7T4Z9450AA},ford 2018 flex 3.5l+v6+turbocharged,Multi-Layered Steel,F32679,I.D 2.25 IN; Left or Right Exhaust Flexible Pipe to Underbody Catalytic Converter,MAHLE,exhaust+&+emission,pipe flange gasket / seal,$5.99
{#AA5Z6L612A},ford 2018 flex 3.5l+v6+turbocharged,Multi-Layered Steel,F32686,Converter; ID 3.00 IN; Left or Right Turbocharger to Catalytic Converter,MAHLE,exhaust+&+emission,pipe flange gasket / seal,$6.55
{#FB5Z6A664A},ford 2018 flex 3.5l+v6+turbocharged,,EMH284,PCV Valve to Intake,GATES,exhaust+&+emission,pcv (positive crankcase ventilation) hose,$14.77
{#FB5Z6A664A},ford 2018 flex 3.5l+v6+turbocharged,,KCV286,Valve To Intake Manifold,MOTORCRAFT,exhaust+&+emission,pcv (positive crankcase ventilation) hose,$24.99
"{#AT4Z6A664B, KCV257}",ford 2018 flex 3.5l+v6+turbocharged,,KCV265,CYCLONE,MOTORCRAFT,exhaust+&+emission,pcv (positive crankcase ventilation) hose,$25.79
"{#AA5Z6A666D, EV290, KR3Z6A666A}",ford 2018 flex 3.5l+v6+turbocharged,,EV297,Valve Assembly,MOTORCRAFT,exhaust+&+emission,pcv (positive crankcase ventilation) valve,$4.96
"{#7T4Z12A699AB, CY0118921, ZZJ118921}",ford 2018 flex 3.5l+v6+turbocharged,,KS336,,STANDARD MOTOR PRODUCTS,exhaust+&+emission,knock / detonation sensor,$37.79
"5S11957, 7T4Z12A699AA, 7T4Z12A699AB, CY0118921, SU10558, SU13409, ZZJ118921",ford 2018 flex 3.5l+v6+turbocharged,,5S9096,,WVE,exhaust+&+emission,knock / detonation sensor,$33.79
,ford 2018 flex 3.5l+v6+turbocharged,Multi-Layered Steel,MS19920,,MAHLE,exhaust+&+emission,exhaust manifold gasket,
,ford 2018 flex 3.5l+v6+turbocharged,T-Series,TH381T,,STANDARD MOTOR PRODUCTS,fuel+&+air,throttle position sensor (tps),$41.99
"{#6L2Z9B989A, 6L2Z9B989B, 6L2Z9B989D}",ford 2018 flex 3.5l+v6+turbocharged,,2001335,,WALKER PRODUCTS,fuel+&+air,throttle position sensor (tps),
"3L5Z9B989AA, 6L2Z9B989A, 6L2Z9B989B, 6L2Z9B989D, GL2Z9B989A, TH364, TH428",ford 2018 flex 3.5l+v6+turbocharged,,TH381,,STANDARD MOTOR PRODUCTS,fuel+&+air,throttle position sensor (tps),$52.79
"6L2Z9B989B, 6L2Z9B989C, 6L2Z9B989D, DY1049, DY1116",ford 2018 flex 3.5l+v6+turbocharged,,DY1164,w/ Hardware And Instruction Sheet,MOTORCRAFT,fuel+&+air,throttle position sensor (tps),$57.79
"{#W701706S440, W712244S300}",ford 2018 flex 3.5l+v6+turbocharged,,03414B,,DORMAN,exhaust+&+emission,exhaust manifold hardware,$10.39
,ford 2018 flex 3.5l+v6+turbocharged,,FPS93,,STANDARD MOTOR PRODUCTS,fuel+&+air,fuel tank pressure sensor,
,ford 2018 flex 3.5l+v6+turbocharged,OEM Based Sensor,25024998,Downstream Rear; Bank 1 Sensor 2,WALKER PRODUCTS,exhaust+&+emission,oxygen (o2) sensor,$24.79
,ford 2018 flex 3.5l+v6+turbocharged,Aftermarket Sensor,35034361,Downstream Front; Bank 2 Sensor 2,WALKER PRODUCTS,exhaust+&+emission,oxygen (o2) sensor,$28.79
,ford 2018 flex 3.5l+v6+turbocharged,Aftermarket Sensor,35034001,Downstream Rear; Bank 1 Sensor 2,WALKER PRODUCTS,exhaust+&+emission,oxygen (o2) sensor,$31.99
,ford 2018 flex 3.5l+v6+turbocharged,OEM Based Sensor,25024983,Downstream Front; Bank 2 Sensor 2,WALKER PRODUCTS,exhaust+&+emission,oxygen (o2) sensor,$35.79
,ford 2018 flex 3.5l+v6+turbocharged,OEM Based Sensor,25025049,"Fits,Upstream Front; Bank 2 Sensor 1,or,Upstream Rear; Bank 1 Sensor 1",WALKER PRODUCTS,exhaust+&+emission,oxygen (o2) sensor,$70.79
,ford 2018 flex 3.5l+v6+turbocharged,Aftermarket Sensor,35035046,"Fits,Upstream Front; Bank 2 Sensor 1,or,Upstream Rear; Bank 1 Sensor 1",WALKER PRODUCTS,exhaust+&+emission,oxygen (o2) sensor,$71.79
{#BA5Z9G444A},ford 2018 flex 3.5l+v6+turbocharged,,2344491,Downstream Right,DENSO,exhaust+&+emission,oxygen (o2) sensor,$26.79
"BE5Z9G444D, BH6Z9G444A, CA3918861, CA4118861, CK4Z9G444D",ford 2018 flex 3.5l+v6+turbocharged,,2344489,Downstream Left,DENSO,exhaust+&+emission,oxygen (o2) sensor,$29.79
,ford 2018 flex 3.5l+v6+turbocharged,Bosch Engineered Oxygen Sensor,15383,Downstream Left,BOSCH,exhaust+&+emission,oxygen (o2) sensor,$34.79
"BE5Z9G444D, BH6Z9G444A, CA3918861, CA4118861",ford 2018 flex 3.5l+v6+turbocharged,,ES20409,Downstream Left; 56 IN Length,DELPHI,exhaust+&+emission,oxygen (o2) sensor,$39.79
{#BA5Z9G444A},ford 2018 flex 3.5l+v6+turbocharged,,DY1167,Downstream Rear,MOTORCRAFT,exhaust+&+emission,oxygen (o2) sensor,$42.79
{#BH6Z9G444A},ford 2018 flex 3.5l+v6+turbocharged,,DY1155,Downstream Front,MOTORCRAFT,exhaust+&+emission,oxygen (o2) sensor,$47.79
"8F9Z9F472B, 8F9Z9F472D, 8F9Z9F472H, BA5Z9F472B, BA5Z9F472C, C1BZ9F472B, FJ7Z9F472A, ZZDA18861",ford 2018 flex 3.5l+v6+turbocharged,,2345113,Upstream,DENSO,exhaust+&+emission,oxygen (o2) sensor,$51.79
,ford 2018 flex 3.5l+v6+turbocharged,Actual OE Oxygen Sensor,17321,Upstream,BOSCH,exhaust+&+emission,oxygen (o2) sensor,$51.99
{#8F9Z9F472H},ford 2018 flex 3.5l+v6+turbocharged,,DY1185,Upstream; Front Or Rear,MOTORCRAFT,exhaust+&+emission,oxygen (o2) sensor,$75.79
"{#52029693AG, 8U5Z9C268B}",ford 2018 flex 3.5l+v6+turbocharged,Locking,MGC913,Locking Cover; Capless,MOTORAD,fuel+&+air,fuel tank cap,$7.46
"4584554AF, 4584554AG, 8U5A9C268AC, 8U5Z9C268B, AE8Z9034C",ford 2018 flex 3.5l+v6+turbocharged,Regular Locking Fuel Cap,31859,,GATES,fuel+&+air,fuel tank cap,$7.55
"4584455AH, 4584554AF, 4584554AG, 4584554AH, 458455AG, 52029693AA, 8U5Z9C268A, 8U5Z9C268B, AE8Z9034C, AE8Z9034D",ford 2018 flex 3.5l+v6+turbocharged,Fuel Tank Cap Locking Plug,10524,,STANT,fuel+&+air,fuel tank cap,$10.11
{#DA8Z9275A},ford 2018 flex 3.5l+v6+turbocharged,,PS610,w/o Gasket; Opposite Fuel Filler Neck Side,MOTORCRAFT,fuel+&+air,fuel pump & housing assembly,$55.79
"DA839H307CF, DA8Z9A407B, DA8Z9H307D, DA8Z9H307K",ford 2018 flex 3.5l+v6+turbocharged,Includes internal strainer,SP2511M,PRIMARY,SPECTRA PREMIUM,fuel+&+air,fuel pump & housing assembly,$129.99
"DA8Z9H307D, DA8Z9H307G, DA8Z9H307K, DA8Z9H307L",ford 2018 flex 3.5l+v6+turbocharged,,FG1935,Right,DELPHI,fuel+&+air,fuel pump & housing assembly,$131.79
{#DA8Z9H307K},ford 2018 flex 3.5l+v6+turbocharged,,PFS1028,w/o Gasket; Fuel Filler Neck Side,MOTORCRAFT,fuel+&+air,fuel pump & housing assembly,$174.89
{#AA5Z9E936A},ford 2018 flex 3.5l+v6+turbocharged,Molded Rubber,G32672,,MAHLE,fuel+&+air,throttle body gasket,$4.25
,ford 2018 flex 3.5l+v6+turbocharged,Includes Front Gasket; Ultra Manifold Converter; EPA / Federal Compliant,16728,Front; Radiator Side,WALKER,exhaust+&+emission,catalytic converter,$275.79
,ford 2018 flex 3.5l+v6+turbocharged,Includes Gasket; Ultra Manifold Converter; EPA / Federal Compliant,16721,Rear; Located on Firewall Side,WALKER,exhaust+&+emission,catalytic converter,$371.79
"6R3Z9E926AA, 9W7Z9E926A, 9W7Z9E926AA, 9W7Z9E926B, AA5Z9E926A",ford 2018 flex 3.5l+v6+turbocharged,Remanufactured,676000,,CARDONE,fuel+&+air,throttle body,$95.79
"3L5Z9E926AB, 3L5Z9E926AD, 6R3Z9E926AA, 9W7Z9E926A, 9W7Z9E926B",ford 2018 flex 3.5l+v6+turbocharged,,6E6000,Relearn procedure may need to be performed upon installation of unit. Please refer to the service manual for vehicle specific instructions.,CARDONE,fuel+&+air,throttle body,
{#DA8Z9A299C},ford 2018 flex 3.5l+v6+turbocharged,,PS612,Left; Opposite Fuel Filler Neck Side; w/o Pump,MOTORCRAFT,fuel+&+air,fuel sending unit,$21.79
"{#DA8Z9A299B, DA8Z9A299D, PS937}",ford 2018 flex 3.5l+v6+turbocharged,,PS611,Fuel Filler Neck Side; w/o Pump,MOTORCRAFT,fuel+&+air,fuel sending unit,$27.79
{#DA8Z9275A},ford 2018 flex 3.5l+v6+turbocharged,,E2623A,Left,AIRTEX,fuel+&+air,fuel sending unit,$58.99
"{#DA8Z9275A, DA8Z9A299C}",ford 2018 flex 3.5l+v6+turbocharged,,FT4003,Left,DELPHI,fuel+&+air,fuel sending unit,$64.79
"2R3A9F479AA, 2R3Z9F479AA, AA5Z9F479A, AA5Z9F479E, CX1876, CX2228",ford 2018 flex 3.5l+v6+turbocharged,,CX2619,Located on Intake Manifold,MOTORCRAFT,fuel+&+air,manifold pressure (map) sensor,$16.91
"2R3A9F479AA, 2R3Z9F479AA, AA5Z9F479A, CX1876",ford 2018 flex 3.5l+v6+turbocharged,,CX2228,Located on Intake Manifold,MOTORCRAFT,fuel+&+air,manifold pressure (map) sensor,$46.79
"{#2R3Z9F479AA, AA5Z9F479A}",ford 2018 flex 3.5l+v6+turbocharged,Pin Terminals; Terminal Gender: Male; Direct OE Replacement; Number of Terminals: 4; Mounting Location: External; Contents: 1 O-ring; Connector Gender: Female,AS313,,STANDARD MOTOR PRODUCTS,fuel+&+air,manifold pressure (map) sensor,$49.79
"{#AA5Z9F479B, AA5Z9F479D, CX2231}",ford 2018 flex 3.5l+v6+turbocharged,,CX2594,Located On Intercooler Outlet Tube,MOTORCRAFT,fuel+&+air,manifold pressure (map) sensor,$78.79
"220323, 2R3Z9F479AA, 5S12132, AA5Z9F479A, SU13553, SU2363",ford 2018 flex 3.5l+v6+turbocharged,,5S2588,,WVE,fuel+&+air,manifold pressure (map) sensor,$39.79
"{#2R3Z9F479AA, AA5Z9F479A}",ford 2018 flex 3.5l+v6+turbocharged,,MA0189,,NTK,fuel+&+air,manifold pressure (map) sensor,$46.79
{#AA5Z9E583A},ford 2018 flex 3.5l+v6+turbocharged,,GDR201,On Pump,STANDARD MOTOR PRODUCTS,fuel+&+air,fuel pump gasket / seal,$1.19
{#FA5Z9417AA},ford 2018 flex 3.5l+v6+turbocharged,Fuel Injection Pump Mounting Gasket,CG819,Engine Mounted,MOTORCRAFT,fuel+&+air,fuel pump gasket / seal,$2.09
{#AA5Z9374A},ford 2018 flex 3.5l+v6+turbocharged,,GDG280,Plate to Engine,STANDARD MOTOR PRODUCTS,fuel+&+air,fuel pump gasket / seal,$3.47
{#4L3Z9276AA},ford 2018 flex 3.5l+v6+turbocharged,,CG807,Fuel Tank Mounted,MOTORCRAFT,fuel+&+air,fuel pump gasket / seal,$3.83
"52013193AA, 52113610AA, 52113610AB, 55366298AA, 68013493AA",ford 2018 flex 3.5l+v6+turbocharged,,911245,,DORMAN,fuel+&+air,fuel pump gasket / seal,$16.03
{#AA5Z9350A},ford 2018 flex 3.5l+v6+turbocharged,Direct Injection High Pressure; Mechanical Pump,M73108,,CARTER,fuel+&+air,fuel pump,$289.79
{#AA5Z9350A},ford 2018 flex 3.5l+v6+turbocharged,Direct Injection High Pressure,GDP206,,STANDARD MOTOR PRODUCTS,fuel+&+air,fuel pump,$289.79
{#AA5Z9350A},ford 2018 flex 3.5l+v6+turbocharged,Direct Injection High Pressure,HM10034,,DELPHI,fuel+&+air,fuel pump,$484.79
{#AA5Z9350A},ford 2018 flex 3.5l+v6+turbocharged,Direct Injection High Pressure,D20011,,AIRTEX,fuel+&+air,fuel pump,
{#DA8Z9324A},ford 2018 flex 3.5l+v6+turbocharged,,KFL99,,MOTORCRAFT,fuel+&+air,fuel line / hose,$76.79
{#AA5Z9J323E},ford 2018 flex 3.5l+v6+turbocharged,,GDL207,Feed Line; High Pressure; Pump to Fuel Rail,STANDARD MOTOR PRODUCTS,fuel+&+air,fuel line / hose,$112.79
{#4L2Z9C385AA},ford 2018 flex 3.5l+v6+turbocharged,,FPR11,w/ Aft Axle Fuel Tank; Upper; Fuel Tank Mounted,MOTORCRAFT,fuel+&+air,fuel tank lock ring,$4.21
,ford 2018 flex 3.5l+v6+turbocharged,Services one injector. Includes top & bottom seals.,8069,,GB REMANUFACTURING,fuel+&+air,fuel injector seal / o-ring,$5.45
"{#BA5Z9229B, CM5168, CM5203}",ford 2018 flex 3.5l+v6+turbocharged,,CM5268,"Upper and Lower; w/ O-Rings, Retainers, Bolts, Washers And Tie Straps",MOTORCRAFT,fuel+&+air,fuel injector seal / o-ring,$84.79
"{#BA5Z9229A, CM5203}",ford 2018 flex 3.5l+v6+turbocharged,,GS33888,Upper and Lower,MAHLE,fuel+&+air,fuel injector seal / o-ring,
"{#AA5Z9229A, BA5Z9229A, BA5Z9229B}",ford 2018 flex 3.5l+v6+turbocharged,,SK159,One Package Will Service 4 Injectors.,STANDARD MOTOR PRODUCTS,fuel+&+air,fuel injector seal / o-ring,
"8A4Z9092C, 8A4Z9092D, BB5Z9054A, BB5Z9054B",ford 2018 flex 3.5l+v6+turbocharged,Set,ST463,,SPECTRA PREMIUM,fuel+&+air,fuel tank strap,$35.79
"8U5Z9345B, 8U5Z9345C, 8U5Z9345D, AA8Z9345A, AA8Z9D370A, AA8Z9D370B, AA8Z9D370D",ford 2018 flex 3.5l+v6+turbocharged,OE FIX,601225,,DORMAN,fuel+&+air,fuel pump drive module,
{#BA5Z9F593B},ford 2018 flex 3.5l+v6+turbocharged,"High-pressure injector, GDI",62842,,BOSCH,fuel+&+air,fuel injector,$43.79
"{#BA5Z9F593B, CM5204}",ford 2018 flex 3.5l+v6+turbocharged,,CM5248,,MOTORCRAFT,fuel+&+air,fuel injector,$103.79
,ford 2018 flex 3.5l+v6+turbocharged,Reman GDI Fuel Injector,82511104,,GB REMANUFACTURING,fuel+&+air,fuel injector,$86.79
{#8U5Z17B068B},ford 2018 flex 3.5l+v6+turbocharged,,55406,,DORMAN,fuel+&+air,capless fuel funnel,$3.73
"68158775AA, 68158775AB, 68158775AC, 68415416AA, 8U5Z17B068A, 8U5Z17B068B",ford 2018 flex 3.5l+v6+turbocharged,,FNA06,,SPECTRA PREMIUM,fuel+&+air,capless fuel funnel,$9.66
{#EA8Z19980M},ford 2018 flex 3.5l+v6+turbocharged,,CCM52,w/ Auto AC,MOTORCRAFT,heat+&+air+conditioning,climate control computer,$121.79
"4F2Z19E616FA, 5F2Z19E616AA, 7L1Z19E616G, 9L3Z19E616A, AA5Z19E616A",ford 2018 flex 3.5l+v6+turbocharged,,604228,Mode Door (Controls which vents the air comes out of); Main,DORMAN,heat+&+air+conditioning,heater blend door actuator,$9.03
"{#AA5Z19E616B, AA5Z19E616C, AL3Z19E616A}",ford 2018 flex 3.5l+v6+turbocharged,,SK604234,"Fits,Main; Air Inlet,or,Main; Temperature; Manual Temperature Control,or,Left Main; Temperature; Dual Zone Automatic Temperature Control,or,Right Main; Temperature; Dual Zone Automatic Temperature Control",SKP,heat+&+air+conditioning,heater blend door actuator,$10.30
"8G1Z19E616B, 8G1Z19E616C, AA5Z19E616B, AA5Z19E616C",ford 2018 flex 3.5l+v6+turbocharged,Air Door Actuator,73198,"Fits,Blend Door (Controls the Blend of Hot and Cold Air); Main; w/o Dual Zone Climate Control,or,Blend Door (Controls the Blend of Hot and Cold Air); Left Main; w/ Dual Zone Climate Control,or,Blend Door (Controls the Blend of Hot and Cold Air); Right Main; w/ Dual Zone Climate Control",FOUR SEASONS,heat+&+air+conditioning,heater blend door actuator,$12.26
"{#AA5Z19E616B, AA5Z19E616C, YH1778}",ford 2018 flex 3.5l+v6+turbocharged,HVAC Recirculation Door Actuator (Vacuum),YH1779,Main,MOTORCRAFT,heat+&+air+conditioning,heater blend door actuator,$21.79
{#AA5Z19E616A},ford 2018 flex 3.5l+v6+turbocharged,,YH1769,Defrost Mode Door,MOTORCRAFT,heat+&+air+conditioning,heater blend door actuator,$22.79
{#AE9Z19E616A},ford 2018 flex 3.5l+v6+turbocharged,Air Door Actuator,73066,Blend Door (Controls the Blend of Hot and Cold Air); Auxiliary,FOUR SEASONS,heat+&+air+conditioning,heater blend door actuator,$36.79
{#AE9Z19E616A},ford 2018 flex 3.5l+v6+turbocharged,,YH1889,Auxiliary,MOTORCRAFT,heat+&+air+conditioning,heater blend door actuator,$39.79
{#AE9Z19N619A},ford 2018 flex 3.5l+v6+turbocharged,Particulate,FI1235C,,UAC,heat+&+air+conditioning,cabin air filter,$3.27
"{#AE9Z19N619A, KB3Z19N619A}",ford 2018 flex 3.5l+v6+turbocharged,Particulate,800151P,Location: Under Dash,TYC,heat+&+air+conditioning,cabin air filter,$3.32
{#AE9Z19N619A},ford 2018 flex 3.5l+v6+turbocharged,Electrostatically charged media; Captures ultra-fine particulates such as diesel carbon and smoke Particulate; 8 inches thick,4536023,DENSO is the OE supplier for this vehicle,DENSO,heat+&+air+conditioning,cabin air filter,$4.00
{#AE9Z19N619A},ford 2018 flex 3.5l+v6+turbocharged,Media: Particulate,CF221,,ATP,heat+&+air+conditioning,cabin air filter,$6.19
,ford 2018 flex 3.5l+v6+turbocharged,,AFC1500,,HASTINGS,heat+&+air+conditioning,cabin air filter,$6.33
{#AE9Z19N619A},ford 2018 flex 3.5l+v6+turbocharged,Particulate Filter,LA720,,MAHLE / CLEVITE,heat+&+air+conditioning,cabin air filter,$6.80
"{#AE9Z19N619A, CF11176, FP68}",ford 2018 flex 3.5l+v6+turbocharged,,24068,Original Equipment Part Number: AE9Z19N619A,WIX,heat+&+air+conditioning,cabin air filter,$7.37
{#AE9Z19N619A},ford 2018 flex 3.5l+v6+turbocharged,,FP68,,MOTORCRAFT,heat+&+air+conditioning,cabin air filter,$15.58
{#19326984},ford 2018 flex 3.5l+v6+turbocharged,Professional; Particulate; Carbon,CF2230,,ACDELCO,heat+&+air+conditioning,cabin air filter,$6.29
{#AE9Z19N619A},ford 2018 flex 3.5l+v6+turbocharged,Media: Activated Carbon; Upgrades OE Pollen Filter,FA18,,ATP,heat+&+air+conditioning,cabin air filter,$7.89
,ford 2018 flex 3.5l+v6+turbocharged,"HEPA (,)",6021C,,BOSCH,heat+&+air+conditioning,cabin air filter,$20.79
{#EG1Z19E616A},ford 2018 flex 3.5l+v6+turbocharged,,YH1939,Dash Mounted Sensor,MOTORCRAFT,heat+&+air+conditioning,cabin air temperature sensor,$42.79
,ford 2018 flex 3.5l+v6+turbocharged,,SK700274,Front,SKP,heat+&+air+conditioning,blower motor,$38.79
,ford 2018 flex 3.5l+v6+turbocharged,,2311827,Front,GPD,heat+&+air+conditioning,blower motor,$39.79
"{#CG1Z19805D, DG1Z19805D}",ford 2018 flex 3.5l+v6+turbocharged,,700274,Front,TYC,heat+&+air+conditioning,blower motor,$41.79
,ford 2018 flex 3.5l+v6+turbocharged,,2311859,Rear,GPD,heat+&+air+conditioning,blower motor,$42.79
{#CG1Z19805D},ford 2018 flex 3.5l+v6+turbocharged,Includes Wheel,BM9393C,Front,UAC,heat+&+air+conditioning,blower motor,$42.79
{#AE9Z19E624C},ford 2018 flex 3.5l+v6+turbocharged,,YH2010,Blower Motor Speed Module,MOTORCRAFT,heat+&+air+conditioning,blower motor control module / resistor,$37.89
"{#AE9Z19805C, AE9Z19805D}",ford 2018 flex 3.5l+v6+turbocharged,Includes Wheel,BM4085C,Rear,UAC,heat+&+air+conditioning,blower motor,$42.79
"CG1Z19805B, CG1Z19805C, DG1Z19805A, DG1Z19805D",ford 2018 flex 3.5l+v6+turbocharged,w/ Wheel,76967,Front; w/ Impeller,FOUR SEASONS,heat+&+air+conditioning,blower motor,$55.79
{#AE9Z19805D},ford 2018 flex 3.5l+v6+turbocharged,,MM1049,"Rear; w/ Motor, Wheel And Retainer",MOTORCRAFT,heat+&+air+conditioning,blower motor,$97.79
"5F9Z19E624AA, 7C3Z19E624A, 7C3Z19E624B, 7C3Z19E624C, 9L3Z19E624B, F5LY19E624B",ford 2018 flex 3.5l+v6+turbocharged,,20410,Front,FOUR SEASONS,heat+&+air+conditioning,blower motor control module / resistor,$58.89
{#9L3Z19E624B},ford 2018 flex 3.5l+v6+turbocharged,,YH1827,Blower Motor Speed Connector,MOTORCRAFT,heat+&+air+conditioning,blower motor control module / resistor,$63.99
"5F9Z19E624AA, 7C3Z19E624A, 7C3Z19E624B, 7C3Z19E624C, 9L3Z19E624B",ford 2018 flex 3.5l+v6+turbocharged,,2BMR0019,In Main Heater,HOLSTEIN,heat+&+air+conditioning,blower motor control module / resistor,$92.79
"{#8A8Z19E624A, AE9Z19E624B}",ford 2018 flex 3.5l+v6+turbocharged,,20568,Rear,FOUR SEASONS,heat+&+air+conditioning,blower motor control module / resistor,$104.89
"{#AE9Z19805C, AE9Z19805D}",ford 2018 flex 3.5l+v6+turbocharged,w/ Wheel,75869,Rear; w/ Impeller,FOUR SEASONS,heat+&+air+conditioning,blower motor,$99.79
"CG1Z19805D, DG1Z19805A, DG1Z19805D, MM1067, MM1096",ford 2018 flex 3.5l+v6+turbocharged,,MM1097,"Front; w/ Motor, Wheel And Retainer",MOTORCRAFT,heat+&+air+conditioning,blower motor,$112.79
{#AE9Z19E624B},ford 2018 flex 3.5l+v6+turbocharged,,RU825,Rear,STANDARD MOTOR PRODUCTS,heat+&+air+conditioning,blower motor control module / resistor,$62.79
,ford 2018 flex 3.5l+v6+turbocharged,Kit,973399,Dual Zone Automatic Temperature Control,DORMAN,heat+&+air+conditioning,blower motor control module / resistor,$57.79
{#AE9Z18476A},ford 2018 flex 3.5l+v6+turbocharged,Aluminum,HT2012C,Rear,UAC,heat+&+air+conditioning,heater core,$37.79
"8G1Z18476A, AA5Z18476A, AA5Z18476B, CG1Z18476A, CG1Z18476B",ford 2018 flex 3.5l+v6+turbocharged,,92152,Front,PRO SOURCE,heat+&+air+conditioning,heater core,$43.79
"8G1Z18476A, AA5Z18476A, CG1Z18476A, CG1Z18476B",ford 2018 flex 3.5l+v6+turbocharged,,9010467,Front,APDI/PRO,heat+&+air+conditioning,heater core,$45.79
,ford 2018 flex 3.5l+v6+turbocharged,,8231631,Front,GPD,heat+&+air+conditioning,heater core,$56.79
"{#AE9Z18476A, AE9Z18476B}",ford 2018 flex 3.5l+v6+turbocharged,,98129,Rear,SPECTRA PREMIUM,heat+&+air+conditioning,heater core,$57.79
"{#CG1Z18476A, CG1Z18476B}",ford 2018 flex 3.5l+v6+turbocharged,Aluminum,HT2011C,Front,UAC,heat+&+air+conditioning,heater core,$60.89
"{#AE9Z18476A, AE9Z18476B}",ford 2018 flex 3.5l+v6+turbocharged,,92278,Rear,PRO SOURCE,heat+&+air+conditioning,heater core,$71.79
"8G1Z18476A, AA5Z18476A, AA5Z18476B, CG1Z18476A, CG1Z18476B",ford 2018 flex 3.5l+v6+turbocharged,,98000,Front,SPECTRA PREMIUM,heat+&+air+conditioning,heater core,$99.89
"{#AE9Z18476B, HC54}",ford 2018 flex 3.5l+v6+turbocharged,Includes Seal,HC79,Rear,MOTORCRAFT,heat+&+air+conditioning,heater core,$120.79
"{#CG1Z18476B, HC59}",ford 2018 flex 3.5l+v6+turbocharged,Includes Seal,HC74,Front,MOTORCRAFT,heat+&+air+conditioning,heater core,$152.79
,ford 2018 flex 3.5l+v6+turbocharged,,AF2884,,CHAMP,fuel+&+air,air filter,$4.88
,ford 2018 flex 3.5l+v6+turbocharged,Workshop Air Filter,5176WS,,BOSCH,fuel+&+air,air filter,$5.08
{#7T4Z9601A},ford 2018 flex 3.5l+v6+turbocharged,,1433338,,DENSO,fuel+&+air,air filter,$5.14
"{#7C3Z9601A, 7T4Z9601A, CY0113Z40A}",ford 2018 flex 3.5l+v6+turbocharged,Extra Guard; Flexible Panel,CA10242,,FRAM,fuel+&+air,air filter,$6.28
